frame_id,track_id,class_id,x1,y1,x2,y2
152,24,1,371,533,420,665
153,24,1,373,539,419,669
154,24,1,376,543,415,673
155,24,1,367,549,408,678
156,24,1,357,539,405,681
157,24,1,351,542,409,685
158,24,1,347,551,404,690
159,24,1,343,550,404,693
160,24,1,340,555,402,696
161,24,1,338,558,391,700
162,24,1,337,559,385,704
163,24,1,339,560,378,707
164,24,1,341,566,378,712
165,24,1,337,574,379,716
166,24,1,338,581,378,720
167,24,1,338,584,380,724
168,24,1,338,590,380,728
169,24,1,337,595,373,732
170,24,1,337,596,372,737
170,96,1,328,588,381,732
171,24,1,335,599,372,742
172,96,1,323,602,379,747
173,96,1,318,606,378,753
174,96,1,318,615,376,757
175,96,1,314,614,373,763
175,24,1,319,622,360,761
176,96,1,312,614,372,767
177,96,1,304,620,362,771
177,24,1,318,630,355,771
178,96,1,297,626,357,777
178,24,1,312,636,353,777
179,96,1,294,638,353,784
180,96,1,289,637,355,789
181,96,1,283,641,352,796
182,96,1,281,645,346,801
183,96,1,281,648,340,808
184,96,1,276,657,348,814
185,96,1,274,658,352,820
186,96,1,271,652,352,825
186,24,1,280,665,342,824
187,96,1,268,654,352,832
187,24,1,277,670,341,830
188,96,1,274,664,351,837
188,24,1,277,678,333,834
189,96,1,276,670,349,843
189,24,1,277,684,325,841
190,96,1,271,671,345,848
190,24,1,272,693,317,847
191,24,1,269,701,316,852
192,24,1,262,697,313,860
192,96,1,255,681,328,861
193,96,1,249,682,316,866
194,24,1,251,711,304,870
195,24,1,247,711,302,880
196,24,1,247,723,294,887
197,24,1,247,731,288,894
197,96,1,235,721,295,892
198,96,1,230,735,292,898
199,96,1,217,738,288,905
200,96,1,212,740,287,913
201,96,1,203,740,283,920
202,96,1,193,744,279,927
204,96,1,199,769,259,940
205,96,1,193,775,255,946
206,96,1,188,778,253,954
207,96,1,180,781,248,961
208,96,1,179,787,247,967
209,96,1,175,789,248,976
210,96,1,168,793,242,979
211,96,1,167,791,242,988
212,96,1,160,807,229,995
212,110,2,1099,965,1507,1078
213,96,1,154,823,226,1004
213,110,2,1105,931,1504,1076
214,96,1,145,834,217,1012
214,110,2,1112,892,1498,1074
215,96,1,140,832,214,1020
215,110,2,1119,854,1490,1074
216,96,1,130,835,210,1029
216,110,2,1122,818,1483,1073
217,96,1,130,844,203,1037
217,110,2,1123,784,1474,1069
218,96,1,121,847,201,1044
218,110,2,1122,754,1464,1043
219,96,1,112,863,192,1051
219,110,2,1121,723,1454,1009
220,96,1,104,862,193,1061
220,110,2,1120,693,1444,974
221,96,1,99,869,191,1069
221,110,2,1116,665,1433,937
221,117,1,109,885,178,1067
222,96,1,90,874,187,1077
222,110,2,1109,640,1421,903
222,117,1,102,884,172,1074
223,110,2,1102,617,1408,873
224,110,2,1093,595,1393,842
224,117,1,87,893,164,1079
225,110,2,1084,574,1378,813
225,121,1,102,912,150,1078
225,117,1,86,901,156,1079
226,110,2,1073,556,1362,786
226,121,1,98,918,151,1078
226,117,1,79,905,158,1079
227,110,2,1063,536,1345,762
227,117,1,66,913,157,1079
228,110,2,1051,517,1329,737
228,117,1,56,916,158,1079
228,123,2,806,57,857,85
228,121,1,75,927,150,1079
229,110,2,1041,501,1312,715
229,117,1,51,921,158,1079
229,123,2,797,57,845,84
229,121,1,63,937,146,1079
230,110,2,1028,482,1296,694
230,117,1,48,923,153,1079
230,123,2,784,57,834,84
230,121,1,59,955,139,1079
231,110,2,1017,466,1280,673
231,117,1,42,922,146,1079
231,123,2,772,57,824,84
231,121,1,59,969,130,1079
232,110,2,1007,454,1264,654
232,117,1,31,951,132,1079
232,123,2,764,56,815,83
232,121,1,49,974,119,1079
233,110,2,1000,442,1249,635
233,117,1,17,972,118,1079
233,123,2,756,55,807,83
233,121,1,38,981,107,1079
234,110,2,992,428,1236,618
234,123,2,750,54,799,83
234,121,1,28,995,95,1079
235,110,2,981,414,1222,601
235,123,2,744,54,791,83
235,117,1,0,966,105,1080
236,110,2,975,400,1210,584
236,123,2,737,52,783,82
236,117,1,0,967,97,1080
236,121,1,2,990,83,1079
237,110,2,969,390,1199,568
237,123,2,715,51,776,82
238,110,2,963,380,1188,554
238,123,2,716,51,768,82
239,110,2,956,369,1177,539
239,123,2,714,49,763,82
240,110,2,951,359,1168,526
240,123,2,708,49,757,81
241,110,2,947,348,1160,513
241,123,2,704,50,751,81
242,110,2,944,339,1152,501
242,123,2,701,50,746,81
243,110,2,941,328,1146,489
243,123,2,699,50,742,81
244,110,2,937,322,1139,478
244,123,2,698,51,737,81
245,110,2,935,315,1135,468
245,123,2,695,50,732,81
246,110,2,932,307,1128,458
246,123,2,686,51,728,82
247,110,2,929,300,1121,449
247,123,2,684,52,724,82
248,110,2,928,293,1117,440
249,110,2,927,285,1113,432
250,110,2,926,280,1110,424
250,123,2,672,51,716,82
251,110,2,924,276,1105,416
251,123,2,667,50,714,82
252,110,2,923,271,1101,409
252,123,2,661,50,712,82
253,110,2,922,267,1098,401
253,123,2,661,50,711,82
254,110,2,920,262,1093,394
254,123,2,662,50,708,82
255,110,2,918,257,1088,387
255,123,2,662,50,706,82
256,110,2,916,252,1084,381
256,123,2,661,50,706,82
257,110,2,913,246,1080,374
257,123,2,660,50,706,82
258,110,2,912,242,1074,368
258,123,2,659,50,705,82
259,110,2,909,238,1070,361
259,123,2,659,50,705,81
260,110,2,906,234,1067,356
260,123,2,659,50,704,81
261,110,2,904,229,1063,349
261,123,2,658,51,704,81
262,110,2,903,224,1060,343
262,123,2,652,50,704,82
263,110,2,901,220,1055,337
263,123,2,656,49,705,81
264,110,2,901,216,1051,331
265,110,2,899,211,1048,326
265,123,2,631,47,707,83
266,110,2,896,209,1044,320
266,123,2,638,49,703,83
267,110,2,894,204,1041,314
268,110,2,891,200,1037,309
268,140,2,690,54,768,86
269,110,2,890,197,1034,304
269,140,2,700,52,780,87
269,123,2,645,49,690,82
270,110,2,888,193,1030,299
270,140,2,709,51,803,87
270,123,2,642,48,688,81
271,110,2,889,189,1028,294
271,140,2,729,54,825,87
271,123,2,643,49,685,81
272,110,2,886,186,1025,289
272,140,2,748,56,843,88
272,123,2,643,49,684,81
273,110,2,886,183,1022,285
273,140,2,765,57,863,89
273,123,2,641,49,682,81
274,110,2,885,180,1021,281
274,140,2,785,57,877,89
274,123,2,639,50,678,80
275,110,2,884,177,1019,276
275,140,2,805,57,893,88
275,123,2,636,50,674,79
276,110,2,882,174,1017,273
276,123,2,631,49,671,78
277,110,2,882,172,1015,269
277,140,2,847,60,926,91
278,110,2,881,171,1013,266
279,110,2,883,168,1012,263
279,123,2,622,48,659,77
280,110,2,883,166,1009,260
281,110,2,883,164,1007,256
282,110,2,881,160,1005,252
283,110,2,879,157,1003,248
284,110,2,880,154,1000,244
285,110,2,880,151,998,241
286,110,2,879,149,996,237
287,110,2,880,147,995,234
288,110,2,880,145,993,231
289,110,2,878,143,991,229
290,110,2,877,142,989,225
291,110,2,877,140,986,223
292,110,2,875,137,984,220
293,110,2,875,135,983,218
294,110,2,874,133,980,215
295,110,2,873,131,978,212
296,110,2,872,128,977,209
297,110,2,870,126,975,206
298,110,2,870,123,973,204
299,110,2,869,121,971,201
300,110,2,869,119,969,199
301,110,2,867,117,966,197
302,110,2,867,116,964,194
303,110,2,867,114,962,191
304,110,2,866,113,960,189
305,110,2,865,112,959,187
306,110,2,864,108,958,184
307,110,2,862,107,957,181
308,110,2,861,106,955,178
309,110,2,861,104,953,176
310,110,2,860,103,950,174
311,110,2,859,103,949,172
312,110,2,858,101,947,170
313,110,2,858,99,946,169
314,110,2,856,96,944,167
315,110,2,856,96,943,164
316,110,2,855,95,941,163
317,110,2,855,94,940,161
318,110,2,854,94,940,160
319,110,2,853,92,939,158
320,110,2,852,91,939,157
321,110,2,850,90,939,155
322,110,2,849,89,939,154
323,110,2,848,88,939,153
324,110,2,848,88,938,152
325,110,2,846,87,937,151
326,110,2,846,86,936,150
327,110,2,846,86,932,150
328,110,2,845,86,931,149
329,110,2,845,86,929,148
330,110,2,843,86,927,146
331,110,2,842,86,926,146
332,110,2,841,86,926,145
333,110,2,840,86,927,144
334,110,2,839,86,924,144
335,110,2,838,85,924,144
336,110,2,836,86,919,143
337,110,2,833,86,917,143
338,110,2,832,86,915,142
339,110,2,830,86,908,142
340,110,2,828,87,904,142
341,110,2,824,89,898,142
342,110,2,821,91,893,142
342,162,2,654,110,688,144
343,110,2,812,95,886,141
343,162,2,655,112,693,144
344,110,2,804,97,883,141
344,162,2,655,113,696,144
345,110,2,797,99,880,141
345,162,2,655,111,698,144
346,110,2,795,99,879,141
346,162,2,655,110,700,144
347,110,2,808,102,877,141
347,162,2,655,110,703,143
348,110,2,812,109,876,141
348,162,2,655,110,706,144
349,110,2,812,110,875,141
349,162,2,655,110,708,144
350,110,2,811,106,873,141
350,162,2,655,110,709,144
351,110,2,809,108,874,142
351,162,2,656,110,711,144
351,168,2,762,110,817,142
352,110,2,808,101,872,141
352,162,2,656,109,713,144
352,168,2,758,111,816,142
353,110,2,808,99,872,141
353,162,2,657,109,715,143
353,168,2,752,110,815,142
354,110,2,807,99,871,140
354,162,2,657,107,716,143
354,168,2,746,110,814,142
355,110,2,806,98,870,140
355,162,2,658,107,717,143
355,168,2,741,109,812,143
356,110,2,806,99,870,140
356,162,2,660,106,718,143
356,168,2,736,109,810,143
357,110,2,806,101,868,140
357,162,2,662,106,718,143
357,168,2,730,110,809,143
358,110,2,804,103,866,141
358,162,2,663,105,719,143
358,168,2,726,110,807,143
359,110,2,802,103,868,141
359,162,2,664,104,721,143
359,168,2,722,110,803,143
360,110,2,802,103,867,142
360,162,2,666,103,721,143
360,168,2,719,110,801,143
361,110,2,803,104,866,142
361,162,2,667,103,722,143
361,168,2,717,110,795,143
362,110,2,800,103,862,142
362,162,2,668,103,723,143
362,168,2,716,110,789,143
363,110,2,798,104,860,142
363,162,2,669,103,723,143
363,168,2,716,110,782,143
364,110,2,798,103,858,142
364,162,2,670,104,724,142
364,168,2,715,110,776,143
365,110,2,797,104,856,141
365,162,2,670,104,723,142
365,168,2,715,110,769,143
366,110,2,795,105,855,141
366,162,2,670,104,724,142
366,168,2,715,110,763,143
367,110,2,793,104,855,141
367,162,2,671,104,724,142
367,168,2,715,110,758,143
368,110,2,793,104,853,141
368,162,2,672,103,724,142
368,168,2,716,111,754,143
369,110,2,792,104,851,141
369,162,2,672,103,725,142
369,168,2,718,110,749,142
370,110,2,793,108,851,142
370,162,2,673,102,737,142
371,110,2,792,106,850,141
371,162,2,673,100,739,143
372,110,2,791,105,850,141
372,162,2,673,99,738,142
373,110,2,790,106,849,141
373,162,2,672,99,737,142
374,110,2,789,105,848,141
374,162,2,671,98,737,143
375,110,2,789,106,848,141
375,162,2,670,97,737,143
376,110,2,787,106,847,141
376,162,2,669,97,738,142
377,110,2,787,108,845,141
377,162,2,668,96,740,142
378,110,2,786,107,843,141
378,162,2,669,96,741,142
379,110,2,785,108,842,142
379,162,2,675,96,742,142
380,110,2,784,108,841,141
380,162,2,679,96,743,142
381,110,2,783,109,838,141
381,162,2,681,96,744,143
382,110,2,782,109,835,141
382,162,2,682,95,744,143
383,110,2,781,108,834,141
383,162,2,683,95,745,143
383,185,2,659,110,688,143
384,110,2,789,110,832,140
384,162,2,685,95,747,143
384,185,2,659,110,690,143
385,110,2,780,109,830,141
385,162,2,686,95,748,143
385,185,2,658,111,690,143
386,110,2,776,109,828,141
386,162,2,686,95,750,143
386,185,2,658,111,692,143
387,110,2,771,110,824,139
387,162,2,690,94,753,142
387,185,2,658,110,695,143
388,110,2,766,110,816,135
388,162,2,692,94,756,142
388,185,2,659,110,696,142
389,110,2,764,111,806,135
389,162,2,695,94,761,142
389,185,2,659,108,700,142
390,162,2,698,93,766,141
390,185,2,658,106,703,142
391,162,2,702,92,770,141
391,185,2,659,104,707,143
392,162,2,704,92,771,141
392,185,2,660,103,709,143
393,162,2,707,91,773,142
393,185,2,663,102,710,143
394,162,2,707,91,775,142
394,185,2,665,102,711,143
395,162,2,710,87,781,142
395,185,2,667,102,714,143
396,162,2,714,86,784,142
396,185,2,669,102,720,142
397,162,2,716,85,787,141
397,185,2,671,101,725,142
398,162,2,717,84,789,142
398,185,2,671,100,726,142
399,162,2,717,82,790,142
399,185,2,671,99,728,142
400,162,2,718,82,792,141
400,185,2,671,99,730,142
401,162,2,717,83,792,141
401,185,2,672,99,727,142
402,162,2,718,82,793,142
402,185,2,672,99,725,142
402,191,2,1535,121,1580,207
403,162,2,719,83,794,141
403,185,2,673,98,726,142
403,191,2,1522,110,1579,212
404,162,2,720,83,796,141
404,185,2,674,97,726,142
404,191,2,1509,105,1580,218
405,162,2,720,82,797,141
405,185,2,674,97,726,141
405,191,2,1495,106,1580,224
406,162,2,720,82,797,141
406,185,2,674,97,726,141
406,191,2,1482,104,1580,229
407,162,2,720,82,797,141
407,185,2,674,97,726,141
407,191,2,1469,105,1579,233
408,162,2,719,82,796,142
408,185,2,674,96,726,142
408,191,2,1457,107,1580,238
409,162,2,718,82,796,142
409,185,2,675,96,725,142
409,191,2,1445,108,1579,242
410,162,2,717,82,797,143
410,185,2,675,95,725,142
410,191,2,1433,111,1579,244
411,162,2,717,81,797,143
411,185,2,675,95,724,142
411,191,2,1422,115,1578,247
412,162,2,718,79,797,143
412,185,2,675,95,725,142
412,191,2,1410,118,1578,250
413,162,2,718,79,799,143
413,185,2,676,95,726,142
413,191,2,1399,121,1579,252
414,162,2,718,79,799,143
414,185,2,677,96,726,142
414,191,2,1389,123,1579,254
415,162,2,718,79,798,145
415,185,2,678,96,726,142
415,191,2,1378,126,1578,256
416,162,2,718,79,798,146
416,185,2,679,96,725,143
416,191,2,1371,129,1578,256
417,162,2,718,78,798,147
417,185,2,678,96,725,143
417,191,2,1362,133,1579,257
418,162,2,718,78,799,148
418,185,2,679,95,725,143
418,191,2,1358,135,1580,258
419,162,2,718,79,798,148
419,185,2,679,95,725,143
419,191,2,1355,136,1579,258
420,162,2,718,80,799,149
420,185,2,680,96,725,143
420,191,2,1355,137,1579,256
421,162,2,717,80,801,150
421,185,2,680,95,725,143
421,191,2,1354,138,1577,256
422,162,2,717,80,801,151
422,185,2,681,95,726,143
422,191,2,1354,139,1574,256
423,162,2,717,80,802,152
423,185,2,682,95,726,142
423,191,2,1350,140,1570,257
424,162,2,717,80,803,153
424,185,2,682,94,726,142
424,191,2,1331,142,1566,259
425,162,2,717,81,804,153
425,185,2,683,92,729,141
425,191,2,1320,142,1563,262
426,162,2,717,81,805,155
426,185,2,684,91,731,141
426,191,2,1313,142,1560,263
427,162,2,718,83,805,156
427,185,2,686,92,732,141
427,191,2,1309,143,1558,264
428,162,2,718,84,804,157
428,185,2,688,91,732,141
428,191,2,1307,143,1556,265
429,162,2,718,85,804,159
429,185,2,688,91,733,141
429,191,2,1306,144,1555,266
430,162,2,718,86,804,160
430,185,2,691,90,733,141
430,191,2,1305,144,1554,266
431,162,2,718,88,804,162
431,185,2,692,91,733,141
431,191,2,1305,144,1554,266
432,162,2,718,89,804,163
432,185,2,692,90,734,142
432,191,2,1305,145,1554,266
433,162,2,717,90,804,165
433,185,2,693,90,735,143
433,191,2,1305,145,1554,266
434,162,2,715,92,803,166
434,191,2,1306,145,1555,266
435,162,2,714,93,803,167
435,191,2,1306,145,1555,266
436,162,2,712,93,802,169
436,191,2,1307,145,1555,266
437,162,2,709,94,803,170
437,191,2,1307,145,1555,266
438,162,2,709,94,802,171
438,191,2,1307,145,1555,266
438,185,2,697,89,764,143
439,162,2,707,94,802,173
439,191,2,1307,145,1555,266
439,185,2,698,88,770,143
440,162,2,704,94,801,175
440,191,2,1307,145,1555,266
441,162,2,703,96,801,176
441,191,2,1307,145,1555,266
442,162,2,702,95,798,178
442,191,2,1307,145,1555,265
443,162,2,701,95,798,179
443,191,2,1307,145,1555,265
444,162,2,699,92,798,181
444,191,2,1308,145,1555,266
445,162,2,699,89,797,182
445,191,2,1308,145,1555,266
446,162,2,698,90,796,184
446,191,2,1308,145,1555,266
447,162,2,697,101,795,187
447,191,2,1308,145,1555,266
447,185,2,700,84,780,142
448,162,2,697,110,794,189
448,191,2,1308,145,1555,265
448,185,2,701,83,778,137
449,162,2,696,111,795,191
449,191,2,1307,144,1555,265
449,185,2,700,83,778,139
450,162,2,695,115,795,193
450,191,2,1307,144,1555,265
450,185,2,701,82,781,136
451,162,2,694,114,794,195
451,191,2,1307,144,1554,265
451,185,2,701,82,784,130
452,162,2,692,114,794,197
452,191,2,1307,144,1554,264
452,185,2,701,80,786,128
453,162,2,688,114,793,199
453,191,2,1307,144,1554,264
453,185,2,702,81,785,128
454,162,2,687,117,794,200
454,191,2,1308,144,1554,264
454,185,2,703,80,784,128
455,162,2,684,117,794,203
455,191,2,1308,144,1555,264
455,185,2,705,80,785,128
456,162,2,681,118,793,205
456,191,2,1308,144,1554,265
456,185,2,706,79,784,131
457,162,2,680,119,792,208
457,191,2,1308,145,1555,265
457,185,2,707,80,783,134
458,162,2,680,121,792,210
458,191,2,1308,145,1555,265
458,185,2,707,80,784,138
459,162,2,680,125,793,213
459,191,2,1308,145,1555,265
459,185,2,707,82,784,140
460,162,2,679,126,793,215
460,191,2,1308,145,1555,265
460,185,2,706,82,785,143
461,162,2,678,129,792,217
461,191,2,1308,145,1555,265
461,185,2,707,82,785,145
462,162,2,677,130,792,219
462,191,2,1308,145,1555,265
462,185,2,707,79,785,145
463,162,2,676,133,792,221
463,191,2,1308,145,1555,265
463,185,2,706,80,786,145
464,162,2,675,135,793,224
464,191,2,1308,145,1555,265
464,185,2,706,80,786,144
465,162,2,674,136,793,226
465,191,2,1308,145,1555,265
465,185,2,706,80,787,144
466,162,2,673,138,793,229
466,191,2,1308,145,1555,265
466,185,2,705,80,788,144
467,162,2,673,139,794,231
467,191,2,1308,145,1555,265
467,185,2,704,80,789,144
468,162,2,672,140,794,234
468,191,2,1308,145,1555,265
468,185,2,705,80,790,145
469,162,2,672,142,794,236
469,191,2,1308,145,1555,265
469,185,2,705,80,790,147
470,162,2,670,143,795,238
470,191,2,1308,145,1555,265
470,185,2,704,80,789,147
471,162,2,670,144,796,241
471,191,2,1308,144,1555,265
471,185,2,704,80,790,148
472,162,2,670,146,797,244
472,191,2,1308,144,1555,265
472,185,2,704,80,791,149
473,162,2,670,148,797,247
473,191,2,1308,144,1555,265
473,185,2,705,79,792,150
474,162,2,670,148,798,250
474,191,2,1308,144,1555,264
474,185,2,704,79,793,150
475,162,2,670,152,798,253
475,191,2,1308,144,1555,265
475,185,2,705,81,793,151
476,162,2,668,153,798,256
476,191,2,1308,144,1555,265
476,185,2,705,82,792,152
477,162,2,667,156,798,260
477,191,2,1308,145,1555,265
477,185,2,705,83,793,153
478,162,2,666,158,798,263
478,191,2,1308,145,1555,265
478,185,2,705,85,794,154
479,162,2,666,161,799,266
479,191,2,1308,145,1555,265
479,185,2,705,86,794,157
480,162,2,664,163,800,270
480,191,2,1308,145,1555,265
480,185,2,704,86,795,159
481,162,2,664,166,800,273
481,191,2,1308,145,1555,266
481,185,2,704,88,795,161
482,162,2,663,168,800,277
482,191,2,1308,145,1555,266
482,185,2,704,89,796,162
483,162,2,663,171,800,279
483,191,2,1308,145,1555,266
483,185,2,705,89,796,164
484,162,2,662,172,800,282
484,191,2,1308,145,1555,266
484,185,2,705,90,797,165
485,162,2,661,175,801,284
485,191,2,1308,145,1555,266
485,185,2,705,92,797,166
486,162,2,660,179,802,288
486,191,2,1308,145,1555,266
486,185,2,705,92,797,167
487,162,2,659,181,803,292
487,191,2,1308,145,1555,266
487,185,2,705,93,797,169
488,162,2,658,184,803,295
488,191,2,1308,145,1555,266
488,185,2,704,93,797,171
489,162,2,658,186,804,299
489,191,2,1308,145,1555,266
489,185,2,702,93,797,172
490,162,2,657,188,805,302
490,191,2,1308,145,1555,266
490,185,2,702,95,798,174
491,162,2,655,190,805,306
491,191,2,1308,145,1555,266
491,185,2,701,96,797,176
492,162,2,654,193,805,310
492,191,2,1308,145,1555,266
492,185,2,699,99,797,178
493,162,2,654,196,806,314
493,191,2,1308,145,1555,265
493,185,2,698,100,796,180
494,162,2,652,199,807,318
494,191,2,1308,145,1555,265
494,185,2,698,102,796,183
495,162,2,651,203,807,323
495,191,2,1308,144,1555,265
495,185,2,696,104,796,184
496,162,2,651,206,806,327
496,191,2,1307,144,1555,265
496,185,2,695,106,795,186
497,162,2,649,209,807,331
497,191,2,1307,144,1555,265
497,185,2,695,108,795,188
498,162,2,648,211,807,336
498,191,2,1307,144,1555,265
498,185,2,694,111,795,190
499,162,2,647,215,809,341
499,191,2,1307,144,1555,265
499,185,2,692,113,794,193
500,162,2,646,218,811,346
500,191,2,1307,144,1555,265
500,185,2,691,114,793,196
501,162,2,645,222,811,351
501,191,2,1308,144,1555,265
501,185,2,689,116,792,198
502,162,2,643,226,813,355
502,191,2,1307,144,1555,265
502,185,2,688,118,792,200
503,162,2,642,230,813,360
503,191,2,1308,144,1555,265
503,185,2,685,120,793,202
504,162,2,641,233,813,365
504,191,2,1308,145,1555,265
504,185,2,684,121,792,205
505,162,2,640,236,814,370
505,191,2,1308,145,1555,265
505,185,2,683,123,792,208
506,162,2,639,239,814,375
506,191,2,1308,145,1555,265
506,185,2,680,125,792,211
507,162,2,639,243,814,379
507,191,2,1308,145,1555,265
507,185,2,679,127,791,213
508,162,2,638,247,814,383
508,191,2,1308,145,1555,265
508,185,2,678,128,789,216
509,162,2,637,249,816,386
509,191,2,1308,145,1555,265
509,185,2,677,131,789,218
510,162,2,636,252,816,391
510,191,2,1308,145,1555,265
510,185,2,676,133,790,220
511,162,2,636,254,817,395
511,191,2,1308,145,1555,264
511,185,2,675,135,790,223
512,162,2,635,256,820,401
512,191,2,1308,145,1555,264
512,185,2,674,137,791,226
513,162,2,634,260,820,406
513,191,2,1308,145,1554,264
513,185,2,674,139,791,229
514,162,2,632,265,821,412
514,191,2,1308,144,1554,264
514,185,2,674,141,791,232
515,162,2,631,270,822,417
515,191,2,1308,144,1554,263
515,185,2,671,142,790,234
516,162,2,628,273,824,424
516,191,2,1308,144,1555,263
516,185,2,669,143,791,236
517,162,2,627,277,824,430
517,191,2,1308,144,1555,263
517,185,2,668,144,792,240
518,162,2,626,281,826,438
518,191,2,1308,144,1555,263
518,185,2,667,145,792,243
519,162,2,625,287,826,445
519,191,2,1308,144,1555,263
519,185,2,665,147,792,246
520,162,2,623,292,827,452
520,191,2,1308,144,1555,263
520,185,2,663,149,794,249
521,162,2,621,299,829,462
521,191,2,1308,143,1554,263
521,185,2,663,152,795,253
522,162,2,619,304,829,471
522,191,2,1308,143,1554,263
522,185,2,664,155,797,256
523,162,2,617,311,830,480
523,191,2,1307,144,1554,263
523,185,2,664,159,796,260
524,162,2,615,318,830,490
524,191,2,1307,144,1553,263
524,185,2,663,162,796,263
525,162,2,614,326,830,500
525,191,2,1306,144,1553,264
525,185,2,662,165,798,267
526,162,2,611,333,830,511
526,191,2,1306,144,1553,264
